"","fticrWEOM_processed_60846_2_BTM_rep1_aq2","fticrWEOM_processed_60846_5_BTM_rep1_aq2"
"C14 H9 O4 N3 S1",1,0
"C13 H17 O8 N1",1,1
"C14 H21 O7 N1",1,1
"C13 H21 O6 N3",1,0
"C11 H25 O9 N1",1,0
"C15 H25 O6 N1",1,1
"C19 H26 O1 N1 P1",1,1
"C14 H25 O5 N3",1,0
"C16 H29 O5 N1",1,1
"C15 H8 O8",1,1
"C12 H12 O8 S1",1,1
"C16 H12 O7",1,1
"C13 H16 O7 S1",1,1
"C13 H16 O9",1,1
"C17 H16 O6",1,1
"C9 H21 O8 N2 P1",1,0
"C14 H20 O8",1,1
"C13 H20 O7 N2",1,0
"C18 H20 O5",1,1
"C15 H24 O5 S1",1,1
"C15 H24 O7",1,1
"C14 H24 O6 N2",1,0
"C19 H24 O4",1,1
"C16 H28 O6",1,1
"C20 H28 O3",1,1
"C17 H32 O5",1,1
"C18 H36 O4",1,1
"C13 H19 O8 N1",1,1
"C14 H23 O7 N1",1,1
"C13 H23 O6 N3",1,0
"C15 H27 O6 N1",1,0
"C16 H31 O5 N1",1,1
"C16 H14 O7",1,1
"C13 H18 O9",1,1
"C14 H22 O4 S2",1,0
"C17 H18 O6",1,1
"C16 H18 O5 N2",1,1
"C14 H22 O8",1,1
"C13 H22 O7 N2",1,0
"C18 H22 O5",1,1
"C15 H26 O5 S1",1,0
"C15 H26 O7",1,1
"C19 H26 O4",1,1
"C16 H30 O6",1,1
"C20 H30 O3",1,0
"C17 H34 O5",1,0
"C12 H17 O9 N1",1,1
"C15 H17 O3 N3 S1",1,0
"C16 H17 O6 N1",1,1
"C13 H21 O8 N1",1,1
"C12 H22 O5 N3 P1",1,0
"C16 H21 O4 N3",1,0
"C14 H26 O5 N1 P1",1,0
"C14 H25 O7 N1",1,1
"C15 H30 O4 N1 P1",1,0
"C16 H33 O5 N1",1,0
"C7 H16 O8 N2 S2",1,0
"C15 H12 O8",1,1
"C12 H16 O10",1,1
"C16 H16 O7",1,1
"C17 H20 O2 S2",1,0
"C13 H20 O7 S1",1,1
"C13 H20 O9",1,1
"C17 H20 O6",1,1
"C21 H20 O3",1,0
"C14 H24 O8",1,1
"C18 H24 O5",1,1
"C15 H28 O7",1,1
"C19 H28 O4",1,1
"C16 H32 O6",1,0
"C20 H32 O3",1,0
"C17 H36 O3 S1",1,1
"C12 H19 O9 N1",1,1
"C11 H19 O8 N3",1,0
"C16 H19 O6 N1",1,1
"C13 H23 O8 N1",1,1
"C14 H27 O7 N1",1,0
"C16 H35 O5 N1",1,1
"C15 H14 O8",1,1
"C16 H18 O7",1,1
"C15 H18 O6 N2",1,1
"C20 H18 O4",1,1
"C13 H22 O9",1,1
"C17 H22 O6",1,1
"C14 H26 O8",1,1
"C18 H26 O5",1,1
"C15 H30 O5 S1",1,1
"C15 H30 O7",1,0
"C19 H30 O4",1,0
"C16 H34 O4 S1",1,1
"C11 H17 O10 N1",1,1
"C15 H17 O7 N1",1,1
"C12 H21 O9 N1",1,1
"C13 H25 O6 N1 S1",1,0
"C15 H21 O5 N3",1,0
"C13 H25 O8 N1",1,1
"C17 H25 O5 N1",1,1
"C14 H29 O7 N1",1,1
"C14 H12 O9",1,1
"C15 H16 O8",1,1
"C19 H16 O5",1,1
"C11 H20 O9 N2",1,1
"C16 H20 O7",1,1
"C13 H24 O9",1,1
"C17 H24 O6",1,1
"C14 H28 O6 S1",1,0
"C16 H24 O5 N2",1,0
"C18 H28 O3 S1",1,1
"C18 H28 O5",1,1
"C15 H32 O5 S1",1,1
"C14 H32 O6 N2",1,0
"C20 H36 O3",1,0
"C11 H19 O10 N1",1,1
"C15 H19 O7 N1",1,1
"C12 H23 O9 N1",1,1
"C16 H23 O6 N1",1,1
"C13 H27 O8 N1",1,1
"C14 H14 O9",1,1
"C18 H14 O6",1,1
"C15 H18 O8",1,1
"C13 H27 O3 P1 S2",1,0
"C19 H18 O5",1,1
"C16 H22 O7",1,1
"C15 H22 O6 N2",1,0
"C17 H26 O4 S1",1,1
"C17 H26 O6",1,1
"C16 H26 O5 N2",1,1
"C18 H30 O3 S1",1,1
"C18 H30 O5",1,1
"C19 H34 O4",1,0
"C14 H17 O8 N1",1,1
"C11 H21 O10 N1",1,1
"C15 H21 O7 N1",1,1
"C14 H21 O6 N3",1,0
"C12 H25 O9 N1",1,0
"C16 H25 O6 N1",1,0
"C16 H29 O4 N3",1,0
"C14 H16 O9",1,1
"C18 H16 O6",1,1
"C15 H20 O8",1,1
"C19 H20 O5",1,1
"C16 H24 O5 S1",1,1
"C16 H24 O7",1,1
"C15 H24 O6 N2",1,1
"C20 H24 O4",1,0
"C17 H28 O4 S1",1,1
"C17 H28 O6",1,1
"C18 H32 O5",1,1
"C19 H36 O4",1,1
"C14 H19 O8 N1",1,1
"C11 H24 O8 N1 P1",1,0
"C15 H23 O7 N1",1,1
"C14 H23 O6 N3",1,0
"C16 H27 O6 N1",1,0
"C20 H28 O1 N1 P1",1,0
"C15 H27 O5 N3",1,0
"C17 H14 O7",1,1
"C14 H18 O9",1,1
"C11 H22 O9 S1",1,0
"C18 H18 O6",1,1
"C15 H22 O8",1,1
"C14 H22 O7 N2",1,0
"C19 H22 O5",1,1
"C16 H26 O7",1,1
"C15 H26 O6 N2",1,0
"C20 H26 O4",1,1
"C17 H30 O6",1,1
"C18 H34 O5",1,1
"C19 H38 O4",1,0
"C13 H17 O9 N1",1,1
"C14 H21 O8 N1",1,1
"C15 H25 O7 N1",1,1
"C14 H26 O4 N3 P1",1,1
"C16 H29 O6 N1",1,1
"C14 H5 O8 P1",1,0
"C17 H16 O7",1,1
"C13 H20 O6 N2 S1",1,0
"C14 H20 O9",1,1
"C18 H20 O6",1,1
"C15 H24 O6 S1",1,1
"C17 H20 O5 N2",1,0
"C15 H24 O8",1,1
"C14 H24 O7 N2",1,0
"C19 H24 O5",1,1
"C16 H28 O7",1,1
"C20 H28 O4",1,1
"C17 H32 O6",1,1
"C18 H36 O5",1,1
"C13 H19 O9 N1",1,1
"C17 H19 O6 N1",1,1
"C16 H19 O5 N3",1,0
"C14 H23 O8 N1",1,1
"C18 H23 O5 N1",1,0
"C17 H23 O4 N3",1,0
"C15 H27 O7 N1",1,1
"C16 H31 O6 N1",1,1
"C18 H7 O1 P1 S2",1,0
"C16 H14 O8",1,1
"C13 H18 O10",1,1
"C17 H18 O7",1,1
"C14 H22 O9",1,1
"C18 H22 O6",1,1
"C15 H26 O8",1,1
"C16 H30 O3 S2",1,1
"C19 H26 O5",1,1
"C16 H30 O7",1,1
"C20 H30 O4",1,1
"C12 H17 O10 N1",1,1
"C16 H17 O7 N1",1,1
"C13 H22 O7 N1 P1",1,1
"C13 H21 O9 N1",1,1
"C12 H21 O8 N3",1,0
"C17 H21 O6 N1",1,1
"C14 H25 O8 N1",1,1
"C15 H29 O7 N1",1,0
"C16 H33 O6 N1",1,1
"C8 H17 O8 P1 S2",1,0
"C9 H21 O7 P1 S2",1,1
"C15 H12 O9",1,1
"C16 H16 O8",1,1
"C13 H20 O10",1,1
"C17 H20 O7",1,1
"C16 H20 O6 N2",1,1
"C14 H24 O9",1,1
"C18 H24 O6",1,1
"C15 H28 O6 S1",1,0
"C15 H28 O8",1,1
"C19 H28 O5",1,1
"C16 H32 O5 S1",1,0
"C20 H32 O4",1,1
"C12 H20 O8 N1 P1",1,1
"C12 H19 O10 N1",1,1
"C16 H19 O7 N1",1,1
"C13 H24 O7 N1 P1",1,1
"C14 H28 O2 N1 P1 S2",1,0
"C13 H23 O9 N1",1,1
"C14 H27 O8 N1",1,1
"C15 H31 O7 N1",1,0
"C16 H35 O6 N1",1,0
"C15 H14 O9",1,1
"C16 H18 O8",1,1
"C15 H18 O7 N2",1,1
"C20 H18 O5",1,0
"C17 H22 O7",1,1
"C13 H26 O8 N2",1,1
"C18 H26 O6",1,1
"C19 H30 O3 S1",1,1
"C19 H30 O5",1,1
"C16 H34 O5 S1",1,1
"C20 H34 O4",1,0
"C15 H17 O8 N1",1,1
"C12 H21 O10 N1",1,1
"C16 H21 O7 N1",1,1
"C13 H25 O9 N1",1,1
"C17 H25 O6 N1",1,1
"C14 H29 O8 N1",1,0
"C12 H5 O6 P1 S2",1,0
"C15 H16 O9",1,1
"C19 H16 O6",1,1
"C16 H20 O8",1,1
"C20 H20 O5",1,1
"C17 H24 O5 S1",1,0
"C17 H24 O7",1,1
"C15 H33 O2 P1 S2",1,0
"C18 H28 O4 S1",1,1
"C14 H28 O9",1,1
"C18 H28 O6",1,1
"C17 H28 O5 N2",1,1
"C19 H32 O3 S1",1,1
"C19 H32 O5",1,1
"C20 H36 O4",1,0
"C15 H19 O8 N1",1,1
"C12 H24 O8 N1 P1",1,1
"C12 H23 O10 N1",1,1
"C16 H23 O7 N1",1,1
"C15 H23 O6 N3",1,0
"C13 H27 O9 N1",1,1
"C17 H27 O6 N1",1,0
"C14 H31 O8 N1",1,0
"C18 H31 O5 N1",1,0
"C17 H31 O4 N3",1,0
"C14 H14 O10",1,1
"C18 H14 O7",1,1
"C19 H18 O2 S2",1,0
"C15 H18 O9",1,1
"C16 H22 O4 S2",1,0
"C19 H18 O6",1,1
"C16 H23 O6 P1",1,0
"C16 H22 O8",1,1
"C15 H22 O7 N2",1,1
"C13 H27 O8 P1",1,1
"C20 H22 O5",1,1
"C17 H26 O5 S1",1,1
"C17 H27 O5 P1",1,1
"C17 H26 O7",1,1
"C16 H26 O6 N2",1,0
"C14 H31 O7 P1",1,1
"C18 H30 O4 S1",1,1
"C18 H31 O4 P1",1,0
"C18 H30 O6",1,1
"C22 H30 O3",1,1
"C19 H34 O5",1,1
"C20 H38 O4",1,1
"C14 H17 O9 N1",1,1
"C17 H17 O3 N3 S1",1,0
"C15 H21 O8 N1",1,1
"C16 H25 O3 N1 S2",1,0
"C14 H21 O7 N3",1,0
"C12 H25 O10 N1",1,0
"C16 H25 O7 N1",1,1
"C15 H25 O6 N3",1,1
"C17 H29 O6 N1",1,0
"C18 H33 O5 N1",1,1
"C14 H16 O10",1,1
"C15 H20 O5 S2",1,0
"C18 H16 O7",1,1
"C15 H20 O7 S1",1,1
"C15 H21 O7 P1",1,0
"C15 H20 O9",1,1
"C16 H24 O4 S2",1,0
"C19 H20 O6",1,1
"C15 H24 O5 N2 S1",1,0
"C16 H24 O8",1,1
"C15 H24 O7 N2",1,0
"C20 H24 O5",1,1
"C17 H28 O5 S1",1,1
"C17 H28 O7",1,1
"C16 H28 O6 N2",1,0
"C18 H32 O6",1,1
"C19 H36 O5",1,1
"C14 H19 O9 N1",1,1
"C18 H19 O6 N1",1,1
"C15 H23 O8 N1",1,1
"C14 H23 O7 N3",1,0
"C16 H27 O7 N1",1,1
"C17 H31 O6 N1",1,0
"C18 H35 O5 N1",1,0
"C11 H6 O13",1,1
"C11 H11 O5 N2 P1 S2",1,0
"C17 H14 O8",1,1
"C14 H18 O8 S1",1,1
"C14 H19 O8 P1",1,1
"C14 H18 O10",1,1
"C13 H19 O7 N2 P1",1,0
"C18 H18 O7",1,1
"C17 H18 O6 N2",1,0
"C15 H23 O7 P1",1,1
"C15 H22 O9",1,1
"C19 H22 O6",1,1
"C16 H26 O8",1,1
"C15 H26 O7 N2",1,0
"C20 H26 O5",1,1
"C17 H30 O7",1,1
"C18 H34 O6",1,1
"C13 H17 O10 N1",1,1
"C17 H17 O7 N1",1,1
"C14 H21 O9 N1",1,1
"C18 H21 O6 N1",1,1
"C15 H25 O8 N1",1,1
"C16 H29 O3 N1 S2",1,0
"C16 H29 O7 N1",1,1
"C18 H37 O5 N1",1,0
"C19 H9 O1 P1 S2",1,1
"C13 H17 O9 P1",1,0
"C11 H25 O6 P1 S2",1,1
"C17 H16 O8",1,1
"C16 H16 O7 N2",1,1
"C14 H21 O8 P1",1,1
"C14 H20 O10",1,1
"C18 H20 O7",1,1
"C17 H20 O6 N2",1,1
"C15 H25 O7 P1",1,1
"C15 H24 O9",1,1
"C14 H25 O6 N2 P1",1,0
"C14 H24 O8 N2",1,0
"C19 H24 O6",1,1
"C16 H28 O8",1,1
"C20 H28 O5",1,1
"C17 H32 O7",1,1
"C18 H36 O6",1,0
"C13 H19 O10 N1",1,1
"C17 H19 O7 N1",1,1
"C14 H23 O9 N1",1,1
"C13 H23 O8 N3",1,0
"C18 H23 O6 N1",1,1
"C17 H23 O5 N3",1,0
"C15 H27 O8 N1",1,1
"C16 H31 O7 N1",1,1
"C18 H39 O5 N1",1,0
"C10 H23 O7 P1 S2",1,1
"C16 H14 O9",1,1
"C13 H18 O9 S1",1,1
"C17 H19 O6 P1",1,1
"C17 H18 O8",1,1
"C16 H18 O7 N2",1,1
"C14 H22 O10",1,1
"C18 H22 O7",1,1
"C17 H22 O6 N2",1,0
"C15 H26 O9",1,1
"C19 H26 O6",1,1
"C16 H30 O8",1,0
"C20 H30 O5",1,1
"C14 H14 O6 N3 P1",1,1
"C16 H17 O8 N1",1,1
"C13 H22 O8 N1 P1",1,0
"C13 H21 O10 N1",1,1
"C12 H22 O7 N3 P1",1,0
"C17 H21 O7 N1",1,1
"C16 H21 O6 N3",1,0
"C14 H25 O9 N1",1,1
"C18 H25 O6 N1",1,0
"C15 H29 O8 N1",1,1
"C16 H33 O7 N1",1,1
"C17 H38 O4 N1 P1",1,0
"C16 H16 O9",1,1
"C17 H20 O8",1,1
"C16 H20 O7 N2",1,1
"C14 H24 O10",1,1
"C18 H25 O5 P1",1,0
"C13 H24 O9 N2",1,0
"C18 H24 O7",1,1
"C15 H28 O9",1,0
"C19 H28 O6",1,1
"C20 H32 O5",1,1
"C17 H36 O5 S1",1,0
"C16 H37 O4 N2 P1",1,0
"C15 H15 O9 N1",1,1
"C16 H19 O8 N1",1,1
"C13 H23 O10 N1",1,1
"C21 H23 O2 N1 S1",1,1
"C17 H23 O7 N1",1,1
"C16 H23 O6 N3",1,0
"C14 H27 O9 N1",1,1
"C18 H27 O6 N1",1,0
"C15 H31 O8 N1",1,0
"C16 H35 O7 N1",1,0
"C15 H14 O10",1,1
"C16 H18 O7 S1",1,1
"C16 H18 O9",1,1
"C16 H23 O1 N2 P1 S2",1,0
"C15 H18 O8 N2",1,1
"C20 H18 O6",1,1
"C14 H26 O6 S2",1,0
"C17 H23 O6 P1",1,1
"C17 H22 O8",1,1
"C14 H27 O8 P1",1,1
"C21 H22 O5",1,1
"C18 H27 O5 P1",1,1
"C13 H26 O9 N2",1,0
"C18 H26 O7",1,1
"C15 H31 O7 P1",1,1
"C19 H31 O4 P1",1,1
"C19 H30 O6",1,1
"C16 H34 O6 S1",1,1
"C20 H34 O3 S1",1,0
"C20 H34 O5",1,1
"C21 H38 O4",1,0
"C15 H17 O9 N1",1,1
"C12 H22 O9 N1 P1",1,1
"C16 H21 O8 N1",1,1
"C20 H21 O5 N1",1,1
"C13 H25 O10 N1",1,1
"C17 H25 O7 N1",1,1
"C16 H25 O6 N3",1,0
"C14 H29 O9 N1",1,1
"C18 H29 O6 N1",1,0
"C17 H8 O9",1,1
"C15 H16 O10",1,1
"C19 H16 O7",1,1
"C16 H21 O7 P1",1,1
"C16 H20 O9",1,1
"C17 H24 O4 S2",1,0
"C13 H25 O9 P1",1,1
"C20 H20 O6",1,1
"C17 H25 O6 P1",1,0
"C17 H24 O8",1,1
"C18 H28 O3 S2",1,0
"C16 H24 O7 N2",1,1
"C21 H24 O5",1,1
"C18 H28 O5 S1",1,1
"C25 H24 O2",1,0
"C18 H28 O7",1,1
"C17 H28 O6 N2",1,0
"C19 H32 O4 S1",1,1
"C19 H32 O6",1,1
"C20 H36 O5",1,1
"C21 H40 O4",1,0
"C11 H20 O10 N1 P1",1,0
"C15 H19 O9 N1",1,1
"C18 H19 O3 N3 S1",1,0
"C16 H23 O8 N1",1,1
"C13 H27 O10 N1",1,0
"C17 H27 O7 N1",1,1
"C16 H27 O6 N3",1,1
"C18 H31 O6 N1",1,1
"C18 H14 O8",1,1
"C15 H19 O8 P1",1,1
"C15 H18 O10",1,1
"C19 H18 O7",1,1
"C16 H22 O7 S1",1,1
"C11 H22 O11 N2",1,0
"C16 H22 O9",1,1
"C20 H22 O6",1,1
"C16 H26 O5 N2 S1",1,0
"C17 H26 O8",1,1
"C16 H26 O7 N2",1,0
"C21 H26 O5",1,1
"C18 H30 O5 S1",1,0
"C17 H31 O2 N2 P1 S1",1,0
"C18 H31 O5 P1",1,0
"C18 H30 O7",1,1
"C17 H30 O6 N2",1,0
"C22 H30 O4",1,1
"C19 H35 O4 P1",1,0
"C19 H34 O6",1,1
"C20 H38 O5",1,1
"C18 H17 O7 N1",1,1
"C15 H21 O9 N1",1,1
"C19 H21 O6 N1",1,0
"C16 H25 O8 N1",1,1
"C17 H29 O7 N1",1,1
"C16 H29 O6 N3",1,0
"C18 H33 O6 N1",1,1
"C12 H8 O13",1,0
"C10 H16 O10 S2",1,0
"C14 H17 O9 P1",1,1
"C18 H16 O8",1,1
"C15 H20 O8 S1",1,1
"C15 H20 O10",1,1
"C19 H20 O7",1,1
"C18 H20 O6 N2",1,1
"C15 H24 O6 N2 S1",1,0
"C16 H24 O9",1,1
"C15 H25 O6 N2 P1",1,0
"C20 H24 O6",1,1
"C19 H24 O5 N2",1,0
"C17 H28 O8",1,1
"C16 H28 O7 N2",1,0
"C21 H28 O5",1,1
"C18 H33 O5 P1",1,1
"C18 H32 O7",1,1
"C22 H32 O4",1,0
"C19 H37 O4 P1",1,0
"C19 H36 O6",1,1
"C18 H7 O2 N3 S2",1,1
"C14 H19 O10 N1",1,1
"C18 H19 O7 N1",1,1
"C15 H23 O9 N1",1,1
"C16 H27 O8 N1",1,1
"C17 H31 O7 N1",1,0
"C18 H35 O6 N1",1,1
"C18 H7 O3 N2 P1 S1",1,1
"C20 H11 O1 P1 S2",1,0
"C17 H14 O9",1,1
"C14 H19 O9 P1",1,1
"C14 H18 O11",1,1
"C18 H18 O8",1,1
"C17 H18 O7 N2",1,1
"C14 H22 O7 N2 S1",1,0
"C15 H22 O10",1,1
"C19 H22 O7",1,1
"C18 H22 O6 N2",1,0
"C16 H26 O9",1,1
"C20 H26 O6",1,1
"C17 H30 O8",1,1
"C21 H30 O5",1,1
"C18 H35 O5 P1",1,1
"C18 H34 O7",1,1
"C19 H39 O4 P1",1,1
"C20 H43 O3 P1",1,1
"C13 H17 O11 N1",1,1
"C17 H17 O8 N1",1,1
"C14 H21 O10 N1",1,1
"C18 H21 O7 N1",1,1
"C15 H25 O9 N1",1,1
"C14 H25 O8 N3",1,0
"C18 H25 O5 N3",1,0
"C16 H29 O8 N1",1,1
"C15 H30 O5 N3 P1",1,0
"C17 H34 O5 N1 P1",1,0
"C17 H33 O7 N1",1,0
"C19 H41 O5 N1",1,0
"C10 H20 O10 S2",1,0
"C11 H25 O7 P1 S2",1,1
"C17 H16 O9",1,1
"C14 H20 O9 S1",1,1
"C14 H21 O9 P1",1,1
"C14 H20 O11",1,1
"C18 H20 O8",1,1
"C17 H20 O7 N2",1,1
"C15 H25 O8 P1",1,0
"C15 H24 O10",1,1
"C14 H25 O7 N2 P1",1,0
"C19 H24 O7",1,1
"C18 H24 O6 N2",1,0
"C16 H28 O9",1,1
"C20 H28 O6",1,1
"C17 H32 O8",1,0
"C19 H41 O4 P1",1,0
"C13 H19 O11 N1",1,1
"C17 H19 O8 N1",1,1
"C14 H24 O8 N1 P1",1,0
"C14 H23 O10 N1",1,1
"C18 H23 O7 N1",1,1
"C17 H23 O6 N3",1,0
"C15 H27 O9 N1",1,1
"C14 H28 O6 N3 P1",1,0
"C16 H31 O8 N1",1,1
"C17 H36 O5 N1 P1",1,0
"C17 H35 O7 N1",1,0
"C16 H14 O10",1,1
"C17 H18 O9",1,1
"C16 H18 O8 N2",1,1
"C14 H23 O9 P1",1,1
"C13 H22 O10 N2",1,0
"C18 H22 O8",1,1
"C17 H22 O7 N2",1,1
"C15 H27 O8 P1",1,1
"C15 H26 O10",1,1
"C14 H27 O7 N2 P1",1,0
"C19 H27 O5 P1",1,1
"C19 H26 O7",1,1
"C16 H31 O7 P1",1,1
"C20 H30 O6",1,1
"C17 H35 O6 P1",1,1
"C18 H38 O5 S1",1,0
"C18 H39 O5 P1",1,0
"C16 H17 O9 N1",1,1
"C13 H22 O9 N1 P1",1,1
"C20 H17 O6 N1",1,0
"C13 H21 O11 N1",1,1
"C17 H21 O8 N1",1,1
"C14 H26 O8 N1 P1",1,1
"C14 H25 O10 N1",1,1
"C18 H25 O7 N1",1,1
"C15 H29 O9 N1",1,1
"C16 H33 O8 N1",1,1
"C17 H37 O7 N1",1,1
"C9 H5 O10 P1 S2",1,0
"C16 H17 O8 P1",1,1
"C16 H16 O10",1,1
"C20 H16 O7",1,1
"C17 H21 O7 P1",1,1
"C17 H20 O9",1,1
"C16 H20 O8 N2",1,1
"C21 H20 O6",1,1
"C18 H25 O6 P1",1,0
"C18 H24 O8",1,1
"C15 H29 O8 P1",1,0
"C19 H28 O7",1,1
"C16 H33 O7 P1",1,0
"C20 H32 O6",1,1
"C17 H36 O6 S1",1,1
"C17 H37 O6 P1",1,0
"C21 H36 O5",1,0
"C22 H40 O4",1,0
"C24 H48 O2",1,0
"C16 H19 O9 N1",1,1
"C13 H24 O9 N1 P1",1,1
"C13 H23 O11 N1",1,1
"C17 H23 O8 N1",1,1
"C16 H23 O7 N3",1,0
"C14 H27 O10 N1",1,1
"C18 H27 O7 N1",1,1
"C15 H31 O9 N1",1,0
"C16 H35 O8 N1",1,1
"C10 H11 O11 P1 S1",1,1
"C15 H14 O11",1,1
"C16 H19 O8 P1",1,1
"C16 H18 O10",1,1
"C13 H23 O10 P1",1,1
"C20 H18 O7",1,1
"C17 H23 O7 P1",1,1
"C17 H22 O9",1,1
"C14 H27 O9 P1",1,1
"C21 H22 O6",1,1
"C18 H27 O6 P1",1,1
"C18 H26 O8",1,1
"C15 H31 O8 P1",1,1
"C22 H26 O5",1,1
"C19 H30 O5 S1",1,0
"C19 H31 O5 P1",1,1
"C19 H30 O7",1,1
"C16 H35 O7 P1",1,0
"C23 H30 O4",1,0
"C20 H34 O6",1,1
"C21 H39 O3 P1",1,0
"C21 H38 O5",1,1
"C22 H42 O4",1,0
"C20 H21 O4 N1 S1",1,0
"C16 H21 O9 N1",1,1
"C13 H26 O9 N1 P1",1,1
"C20 H21 O6 N1",1,0
"C21 H25 O1 N1 S2",1,0
"C13 H25 O11 N1",1,0
"C17 H25 O8 N1",1,1
"C14 H29 O10 N1",1,0
"C18 H29 O7 N1",1,1
"C16 H8 O9 N2",1,0
"C11 H16 O12 S1",1,0
"C24 H9 O1 N2 P1",1,0
"C15 H17 O9 P1",1,1
"C11 H20 O8 N2 S2",1,0
"C15 H16 O11",1,1
"C19 H16 O8",1,1
"C16 H20 O8 S1",1,1
"C16 H21 O8 P1",1,1
"C16 H20 O10",1,1
"C17 H24 O5 S2",1,0
"C20 H20 O7",1,1
"C17 H24 O7 S1",1,1
"C12 H24 O11 N2",1,1
"C17 H24 O9",1,1
"C18 H28 O4 S2",1,0
"C14 H29 O9 P1",1,0
"C21 H24 O6",1,1
"C18 H29 O6 P1",1,0
"C18 H28 O8",1,1
"C15 H33 O8 P1",1,0
"C19 H33 O5 P1",1,0
"C19 H32 O7",1,1
"C23 H32 O4",1,0
"C20 H36 O6",1,1
"C21 H40 O5",1,1
"C15 H19 O10 N1",1,1
"C12 H24 O10 N1 P1",1,0
"C16 H23 O9 N1",1,1
"C13 H27 O11 N1",1,0
"C17 H27 O8 N1",1,1
"C18 H32 O5 N1 P1",1,0
"C18 H31 O7 N1",1,1
"C21 H44 O2 N1 P1",1,1
"C11 H18 O10 S2",1,0
"C12 H23 O7 P1 S2",1,0
"C18 H14 O9",1,1
"C15 H19 O9 P1",1,1
"C15 H18 O11",1,1
"C12 H23 O11 P1",1,0
"C19 H18 O8",1,1
"C16 H22 O8 S1",1,1
"C16 H23 O8 P1",1,1
"C16 H22 O10",1,1
"C14 H31 O5 P1 S2",1,0
"C20 H22 O7",1,1
"C19 H22 O6 N2",1,0
"C17 H27 O7 P1",1,1
"C16 H26 O6 N2 S1",1,0
"C17 H26 O9",1,1
"C14 H31 O9 P1",1,0
"C21 H26 O6",1,1
"C20 H26 O5 N2",1,0
"C18 H31 O6 P1",1,1
"C18 H30 O8",1,1
"C19 H34 O7",1,1
"C20 H39 O4 P1",1,0
"C20 H38 O6",1,1
"C21 H43 O3 P1",1,0
"C20 H42 O4 N2",1,0
"C19 H9 O2 N3 S2",1,0
"C18 H17 O8 N1",1,1
"C15 H21 O10 N1",1,1
"C19 H21 O7 N1",1,1
"C16 H25 O9 N1",1,1
"C20 H25 O6 N1",1,0
"C17 H29 O8 N1",1,1
"C18 H33 O7 N1",1,1
"C20 H41 O5 N1",1,0
"C21 H46 O2 N1 P1",1,0
"C19 H9 O3 N2 P1 S1",1,0
"C14 H17 O10 P1",1,0
"C18 H16 O9",1,1
"C15 H20 O9 S1",1,1
"C15 H21 O9 P1",1,1
"C15 H20 O11",1,1
"C19 H20 O8",1,1
"C18 H20 O7 N2",1,1
"C16 H25 O8 P1",1,1
"C16 H24 O10",1,1
"C20 H24 O7",1,1
"C19 H24 O6 N2",1,0
"C17 H29 O7 P1",1,1
"C17 H28 O9",1,1
"C16 H29 O6 N2 P1",1,0
"C21 H28 O6",1,1
"C18 H33 O6 P1",1,1
"C18 H32 O8",1,1
"C22 H32 O5",1,1
"C19 H36 O7",1,1
"C21 H45 O3 P1",1,1
"C14 H19 O11 N1",1,1
"C10 H23 O10 N3 S1",1,1
"C15 H23 O10 N1",1,1
"C14 H24 O7 N3 P1",1,0
"C19 H23 O7 N1",1,1
"C16 H27 O9 N1",1,1
"C15 H27 O8 N3",1,0
"C17 H32 O6 N1 P1",1,0
"C17 H31 O8 N1",1,1
"C18 H35 O7 N1",1,1
"C20 H43 O5 N1",1,0
"C19 H6 O5 S2",1,0
"C20 H10 O4 S2",1,0
"C10 H18 O11 S2",1,0
"C17 H14 O10",1,1
"C14 H19 O10 P1",1,1
"C11 H23 O12 P1",1,1
"C18 H18 O9",1,1
"C15 H22 O9 S1",1,1
"C17 H18 O8 N2",1,1
"C15 H23 O9 P1",1,1
"C19 H22 O8",1,1
"C18 H22 O7 N2",1,1
"C16 H27 O8 P1",1,1
"C16 H26 O10",1,1
"C20 H26 O7",1,1
"C17 H31 O7 P1",1,1
"C17 H30 O9",1,1
"C21 H30 O6",1,1
"C18 H35 O6 P1",1,1
"C18 H34 O8",1,1
"C22 H34 O5",1,0
"C19 H39 O5 P1",1,1
"C18 H39 O4 N2 P1",1,1
"C13 H17 O12 N1",1,1
"C17 H17 O9 N1",1,1
"C14 H22 O9 N1 P1",1,0
"C14 H21 O11 N1",1,1
"C18 H21 O8 N1",1,1
"C15 H26 O8 N1 P1",1,0
"C15 H25 O10 N1",1,1
"C19 H25 O7 N1",1,1
"C18 H25 O6 N3",1,0
"C16 H29 O9 N1",1,1
"C17 H33 O8 N1",1,0
"C18 H37 O7 N1",1,0
"C17 H37 O6 N3",1,0
"C19 H42 O4 N1 P1",1,0
"C17 H16 O10",1,1
"C14 H21 O10 P1",1,1
"C18 H21 O7 P1",1,1
"C11 H25 O12 P1",1,0
"C18 H20 O9",1,1
"C17 H20 O8 N2",1,1
"C15 H25 O9 P1",1,1
"C19 H25 O6 P1",1,1
"C19 H24 O8",1,1
"C16 H29 O8 P1",1,1
"C16 H28 O10",1,1
"C20 H28 O7",1,1
"C17 H33 O7 P1",1,1
"C21 H32 O6",1,1
"C18 H37 O6 P1",1,0
"C13 H19 O12 N1",1,1
"C17 H19 O9 N1",1,1
"C14 H24 O9 N1 P1",1,0
"C14 H23 O11 N1",1,1
"C18 H23 O8 N1",1,1
"C15 H28 O8 N1 P1",1,0
